Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Fuel/Energy Used:,Diesel (gal),Diesel (gal) Questionable,Gasoline (gal),Gasoline (gal) Questionable,Liquefied Petroleum Gas (gal equivalent),Liquefied Petroleum Gas (gal equivalent) Questionable,Compressed Natural Gas (gal equivalent),Compressed Natural Gas (gal equivalent) Questionable,Bio-Diesel (gal),Bio-Diesel (gal) Questionable,Other Fuel (gal/gal equivalent),Other Fuel (gal/gal equivalent) Questionable,Electric Propulsion (kwh),Electric Propulsion (kwh) Questionable,Electric Battery (kwh),Electric Battery (kwh) Questionable,Miles Traveled by Vehicles Fueled by:,Diesel,Diesel Questionable,Gasoline,Gasoline Questionable,Liquefied Petroleum Gas,Liquefied Petroleum Gas Questionable,Compressed Natural Gas,Compressed Natural Gas Questionable,Other Fuel,Other Fuel Questionable,Electric Propulsion,Electric Propulsion Questionable,Electric Battery,Electric Battery Questionable,Miles per Gallon/KwH:,Diesel (mpg),Diesel (mpg) Questionable,Gasoline (mpg),Gasoline (mpg) Questionable,Liquefied Petroleum Gas (mpg),Liquefied Petroleum Gas (mpg) Questionable,Compressed Natural Gas (mpg),Compressed Natural Gas (mpg) Questionable,Other Fuel (mpg),Other Fuel (mpg) Questionable,Electric Propulsion (mi/kwh),Electric Propulsion (mi/kwh) Questionable,Electric Battery (mi/kwh),Electric Battery (mi/kwh) Questionable,Any data questionable?,,,0,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295","1,139",MB, PT , 9 ,,"39,261",,0,,0,,0,,0,,0,,0,,0,,,"158,091",,0,,0,,0,,0,,0,,0,,,4.03,,,,,,,,,,,,,,No,,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295","1,139",FB, PT , 2 ,,"53,267",,0,,0,,0,,0,,0,,0,,0,,,"16,448",,0,,0,,0,,0,,0,,0,,,0.31,,,,,,,,,,,,,,No,,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295","1,139",CR, DO ," 1,128 ",,"6,049,199",,0,,0,,0,,0,,0,,"353,816,069",,0,,,0,,0,,0,,0,,"2,274,967",,"42,687,721",,0,,,0.00,,,,,,,,,,0.12,,,,No,,,,
MTA Bus Company,New York,NY,2188,20188,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295","1,122",MB, DO ," 1,122 ",,"9,472,087",,0,,0,,"2,347,760",,0,,0,,0,,0,,,"11,955,007",,0,,0,,"1,871,426",,0,,0,,0,,,1.26,,,,,,0.80,,,,,,,,No,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243","1,016",LR, DO , 81 ,,0,,0,,0,,0,,0,,0,,"38,378,482",,0,,,0,,0,,0,,0,,0,,"6,486,802",,0,,,,,,,,,,,,,0.17,,,,No,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243","1,016",MB, PT , 7 ,,0,,"38,414",,0,,0,,0,,0,,0,,0,,,0,,"361,990",,0,,0,,0,,0,,0,,,,,9.42,,,,,,,,,,,,No,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243","1,016",DR, PT , 63 ,,"11,928",,"237,618",,0,,0,,0,,0,,0,,0,,,"275,647",,"1,276,538",,0,,0,,0,,0,,0,,,23.11,,5.37,,,,,,,,,,,,No,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243","1,016",CB, DO , 58 ,,"305,132",,0,,0,,0,,0,,0,,0,,0,,,"1,500,579",,0,,0,,0,,0,,0,,0,,,4.92,,,,,,,,,,,,,,No,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243","1,016",DR, DO , 52 ,,"16,581",,"198,387",,0,,0,,0,,0,,0,,0,,,0,,"1,404,553",,0,,0,,0,,0,,0,,,0.00,,7.08,,,,,,,,,,,,No,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243","1,016",CR, DO , 45 ,,"2,076,164",,0,,0,,0,,0,,0,,0,,0,,,"1,114,943",,0,,0,,0,,0,,0,,0,,,0.54,,,,,,,,,,,,,,No,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243","1,016",VP, DO , 372 ,,0,,"263,868",,0,,0,,0,,0,,0,,0,,,0,,"5,675,430",,0,,0,,0,,0,,0,,,,,21.51,,,,,,,,,,,,No,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243","1,016",MB, DO , 338 ,,"3,022,943",,"164,817",,0,,"353,804",,0,,0,,0,,"131,408",,,"15,881,420",,"1,062,531",,0,,"1,472,498",,0,,0,,"44,142",,,5.25,,6.45,,,,4.16,,,,,,0.34,,No,,,,
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,5182,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208",997,DR, PT , 747 ,,"3,543",,"2,429,507",,0,,0,,0,,0,,0,,0,,,"27,063",,"17,871,912",,0,,0,,0,,0,,0,,,7.64,,7.36,,,,,,,,,,,,No,,,,
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,5182,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208",997,DR, TX , 250 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208",986,DR, DO , 8 ,,"4,803",,"21,484",,0,,0,,0,,0,,0,,0,,,"41,679",,"125,019",,0,,0,,0,,0,,0,,,8.68,,5.82,,,,,,,,,,,,No,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208",986,MB, DO , 480 ,,"4,036,044",,0,,0,,"1,162,740",,0,,0,,0,,0,,,"20,314,839",,0,,0,,"4,505,912",,0,,0,,0,,,5.03,,,,,,3.88,,,,,,,,No,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208",986,MB, PT , 27 ,,"92,080",,0,,0,,0,,"18,101",,0,,0,,0,,,"568,895",,0,,0,,0,,0,,0,,0,,,6.18,,,,,,,,,,,,,,No,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208",986,DR, TX , 25 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208",986,VP, DO , 235 ,,0,,"144,398",,0,,0,,0,,0,,0,,0,,,0,,"2,241,555",,0,,0,,0,,0,,0,,,,,15.52,,,,,,,,,,,,No,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208",986,DR, PT , 211 ,,"2,367",,"479,924",,0,,0,,0,,0,,0,,0,,,"27,063",,"9,234,271",,0,,0,,0,,0,,0,,,11.43,,19.24,,,,,,,,,,,,No,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203",913,CR, DO , 8 ,,0,,0,,0,,0,,0,,0,,"3,911,006",,0,,,0,,0,,0,,0,,0,,"5,789,816",,0,,,,,,,,,,,,,1.48,,,,No,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203",913,CR, PT , 36 ,,0,,0,,0,,0,,0,,0,,"34,070,208",,0,,,0,,0,,0,,0,,0,,"5,789,816",,0,,,,,,,,,,,,,0.17,,,,No,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203",913,MB, DO , 286 ,,"3,376,453",,0,,0,,0,,0,,0,,0,,"887,329",,,"16,197,270",,0,,0,,0,,0,,0,,"263,797",,,4.80,,,,,,,,,,,,0.30,,No,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203",913,DR, PT , 278 ,,0,,"961,419",,0,,0,,0,,0,,0,,0,,,0,,"7,549,783",,0,,0,,0,,0,,0,,,,,7.85,,,,,,,,,,,,No,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203",913,MB, PT , 194 ,,"2,388,550",,0,,0,,0,,0,,0,,0,,"63,819",,,"11,548,302",,0,,0,,0,,0,,0,,"43,788",,,4.83,,,,,,,,,,,,0.69,,No,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203",913,LR, DO , 111 ,,0,,0,,0,,0,,0,,0,,"57,225,427",,0,,,0,,0,,0,,0,,0,,"9,887,147",,0,,,,,,,,,,,,,0.17,,,,No,,,,
MTA Long Island Rail Road,Jamaica,NY,2100,20100,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295",882,CR, DO , 882 ,,"7,356,115",,0,,0,,0,,0,,0,,"452,692,400",,0,,,"915,695",,0,,0,,0,,"801,233",,"57,075,788",,0,,,0.12,,,,,,,,,,0.13,,,,No,,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419",842,MB, DO , 442 ,,"1,971,471",,0,,0,,"5,225,121",,0,,0,,0,,0,,,"8,617,042",,0,,0,,"19,519,141",,0,,0,,0,,,4.37,,,,,,3.74,,,,,,,,No,,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419",842,HR, DO , 210 ,,0,,0,,0,,0,,0,,0,,"75,063,530",,0,,,0,,0,,0,,0,,0,,"16,678,026",,0,,,,,,,,,,,,,0.22,,,,No,,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419",842,SR, DO , 2 ,,0,,0,,0,,0,,0,,0,,"683,235",,0,,,0,,0,,0,,0,,0,,"53,121",,0,,,,,,,,,,,,,0.08,,,,No,,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419",842,DR, PT , 188 ,,0,,"1,126,451",,0,,0,,0,,0,,0,,0,,,0,,"7,097,425",,0,,0,,0,,0,,0,,,,,6.30,,,,,,,,,,,,No,,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210",823,DR, PT , 86 ,,0,,"401,008",,0,,0,,0,,0,,0,,0,,,0,,"5,674,183",,0,,0,,0,,0,,0,,,,,14.15,,,,,,,,,,,,No,,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210",823,DR, DO , 84 ,,0,,"71,354",,"544,321",,0,,0,,0,,0,,0,,,0,,"448,838",,0,,0,,"905,196",,0,,0,,,,,6.29,,0.00,,,,,,,,,,No,,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210",823,MB, DO , 503 ,,"738,066",,0,,0,,"5,246,996",,0,,0,,0,,0,,,"2,797,434",,0,,0,,"20,875,185",,0,,0,,0,,,3.79,,,,,,3.98,,,,,,,,No,,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210",823,DR, TX , 33 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210",823,VP, PT , 117 ,,0,,"140,756",,0,,0,,0,,0,,0,,0,,,0,,"2,434,165",,0,,0,,0,,0,,0,,,,,17.29,,,,,,,,,,,,No,,,,
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra",Chicago,IL,5118,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208",818,CR, DO , 422 ,,"19,453,612",,0,,0,,0,,0,,0,,"56,262,281",,0,,,"3,583,619",,0,,0,,0,,0,,"4,391,873",,0,,,0.18,,,,,,,,,,0.08,,,,No,,,,
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra",Chicago,IL,5118,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208",818,CR, PT , 396 ,,"19,453,612",,0,,0,,0,,0,,0,,0,,0,,,"1,718,247",,0,,0,,0,,0,,0,,0,,,0.09,,,,,,,,,,,,,,No,,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853",781,MB, DO , 561 ,,"5,999,672",,0,,0,,0,,0,,0,,0,,"56,136",,,"24,920,778",,0,,0,,0,,0,,0,,"16,905",,,4.15,,,,,,,,,,,,0.30,,No,,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853",781,LR, DO , 24 ,,0,,0,,0,,0,,0,,0,,"30,751,496",,0,,,0,,0,,0,,0,,0,,"1,617,577",,0,,,,,,,,,,,,,0.05,,,,No,,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853",781,IP, DO , 2 ,,0,,0,,0,,0,,0,,0,,"204,443",,0,,,0,,0,,0,,0,,0,,"12,347",,0,,,,,,,,,,,,,0.06,,,,No,,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853",781,DR, PT , 194 ,,0,,"815,427",,0,,0,,0,,0,,0,,0,,,0,,"5,682,587",,0,,0,,0,,0,,0,,,,,6.97,,,,,,,,,,,,No,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212",746,DR, PT , 66 ,,0,,"196,458",,0,,0,,0,,0,,0,,0,,,0,,"1,094,559",,0,,0,,0,,0,,0,,,,,5.57,,,,,,,,,,,,No,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212",746,MB, DO , 398 ,,"3,630,205",,0,,0,,0,,0,,0,,0,,0,,,"14,988,438",,0,,0,,0,,0,,0,,0,,,4.13,,,,,,,,,,,,,,No,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212",746,TB, DO , 158 ,,0,,0,,0,,0,,0,,0,,"16,480,363",,0,,,0,,0,,0,,0,,0,,"3,783,776",,0,,,,,,,,,,,,,0.23,,,,No,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212",746,SR, DO , 12 ,,0,,0,,0,,0,,0,,0,,"780,719",,0,,,0,,0,,0,,0,,0,,"48,857",,0,,,,,,,,,,,,,0.06,,,,No,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212",746,LR, DO , 112 ,,0,,0,,0,,0,,0,,0,,"31,042,103",,0,,,0,,0,,0,,0,,0,,"1,214,192",,0,,,,,,,,,,,,,0.04,,,,No,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212",746,CC, DO , -   ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
California Vanpool Authority,Hanford,CA,9230,90230,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,941",736,VP, DO , 736 ,,0,,"851,372",,0,,0,,0,,0,,0,,0,,,0,,"10,434,209",,0,,0,,0,,0,,0,,,,,12.26,,,,,,,,,,,,No,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898",736,MB, DO , 512 ,,0,,0,,0,,0,,"4,679,086",,0,,0,,"128,736",,,"23,993,762",,0,,0,,0,,0,,0,,"52,160",,,,,,,,,,,,,,,0.41,,No,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898",736,YR, PT , 4 ,,0,,0,,0,,0,,"90,006",,0,,0,,0,,,"79,278",,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898",736,DR, TX , 18 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898",736,LR, DO , 102 ,,0,,0,,0,,0,,0,,0,,"49,381,059",,0,,,0,,0,,0,,0,,0,,"8,301,097",,0,,,,,,,,,,,,,0.17,,,,No,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898",736,DR, PT , 100 ,,0,,0,,0,,0,,"280,707",,0,,0,,0,,,"3,136,756",,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",730,LR, DO , 89 ,,0,,0,,0,,0,,0,,0,,"107,005,977",,0,,,0,,0,,0,,0,,0,,"9,050,250",,0,,,,,,,,,,,,,0.08,,,,No,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",730,MB, DO , 453 ,,0,,0,,0,,"8,129,621",,0,,0,,0,,"316,497",,,0,,0,,0,,"27,455,665",,0,,0,,"134,493",,,,,,,,,3.38,,,,,,0.42,,No,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",730,CR, PT , 23 ,,"1,304,749",,0,,0,,0,,0,,0,,0,,0,,,"570,621",,0,,0,,0,,0,,0,,0,,,0.44,,,,,,,,,,,,,,No,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",730,SR, DO , 2 ,,0,,0,,0,,0,,0,,0,,"690,643",,0,,,0,,0,,0,,0,,0,,"93,924",,0,,,,,,,,,,,,,0.14,,,,No,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",730,DR, PT , 149 ,,0,,"542,115",,0,,"151,799",,0,,0,,0,,0,,,0,,"317,949",,0,,"806,229",,0,,0,,0,,,,,0.59,,,,5.31,,,,,,,,No,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",730,VP, PT , 13 ,,0,,"10,558",,0,,0,,0,,0,,0,,0,,,0,,"119,176",,0,,0,,0,,0,,0,,,,,11.29,,,,,,,,,,,,No,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",730,DR, TX , 1 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746",691,LR, DO , 96 ,,0,,0,,0,,0,,0,,0,,"55,597,140",,0,,,0,,0,,0,,0,,0,,"10,452,754",,0,,,,,,,,,,,,,0.19,,,,No,,,,
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746",691,CB, PT , 9 ,,"49,233",,0,,0,,"44,489",,0,,0,,0,,0,,,0,,0,,0,,"276,939",,0,,0,,0,,,0.00,,,,,,6.22,,,,,,,,No,,,,
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,9136,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,629,114",691,DR, PT , 65 ,,0,,"337,401",,0,,0,,0,,0,,0,,0,,,0,,"400,918",,0,,0,,0,,0,,0,,,,,1.19,,,,,,,,,,,,No,,,,
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746",691,DR, PT , 41 ,,0,,"53,302",,"221,994",,0,,0,,0,,0,,0,,,0,,"327,419",,0,,0,,"3,989,021",,0,,0,,,,,6.14,,0.00,,,,,,,,,,No,,,,
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,9136,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,629,114",691,MB, PT , 322 ,,"603,422",,"49,440",,0,,"3,063,989",,0,,"106,321",,0,,0,,,"2,930,650",,"333,669",,0,,"12,224,330",,"131,595",,0,,0,,,4.86,,6.75,,,,3.99,,1.24,,,,,,No,,,,
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746",691,DR, TX , 30 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746",691,MB, PT , 290 ,,0,,"28,430",,"338,536",,"3,874,711",,0,,0,,0,,0,,,0,,"38,486",,0,,"12,017,288",,0,,0,,0,,,,,1.35,,0.00,,3.10,,,,,,,,No,,,,
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746",691,MB, DO , 225 ,,0,,0,,0,,"3,478,710",,0,,0,,0,,"270,935",,,0,,0,,0,,"9,689,439",,0,,0,,"125,289",,,,,,,,,2.79,,,,,,0.46,,No,,,,
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,9136,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,629,114",691,VP, PT , 173 ,,0,,"245,845",,0,,0,,0,,0,,0,,0,,,0,,"3,883,978",,0,,0,,0,,0,,0,,,,,15.80,,,,,,,,,,,,No,,,,
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,9136,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,629,114",691,DR, TX , 131 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,9002,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"802,459",683,DR, TX , 79 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,9002,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"802,459",683,VP, PT , 58 ,,0,,"35,239",,0,,0,,0,,0,,0,,0,,,0,,"583,481",,0,,0,,0,,0,,0,,,,,16.56,,,,,,,,,,,,No,,,,
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,9002,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"802,459",683,MB, PT , 364 ,,"4,549,285",,0,,0,,0,,0,,0,,0,,"17,987",,,"20,371,017",,0,,0,,0,,0,,0,,"3,710",,,4.48,,,,,,,,,,,,0.21,,No,,,,
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,9002,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"802,459",683,DR, PT , 182 ,,338,,"979,978",,0,,0,,0,,0,,0,,0,,,0,,"6,167,382",,0,,0,,0,,0,,0,,,0.00,,6.29,,,,,,,,,,,,No,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996",678,DR, TX , 91 ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996",678,MB, DO , 180 ,,0,,0,,0,,"3,478,539",,0,,"33,714",,0,,0,,,0,,0,,0,,"8,611,260",,0,,0,,0,,,,,,,,,2.48,,0.00,,,,,,No,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996",678,DR, PT , 151 ,,0,,"799,892",,0,,0,,0,,0,,0,,0,,,0,,"5,304,895",,0,,0,,0,,0,,0,,,,,6.63,,,,,,,,,,,,No,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996",678,VP, PT , 145 ,,0,,"122,649",,0,,0,,0,,0,,0,,0,,,0,,"2,060,722",,0,,0,,0,,0,,0,,,,,16.80,,,,,,,,,,,,No,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996",678,MB, PT , 111 ,,0,,0,,0,,"2,502,269",,0,,0,,0,,0,,,0,,0,,0,,"1,722,903",,0,,0,,0,,,,,,,,,0.69,,,,,,,,No,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996",678,CB, DO , -   ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,"5,113,010",,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996",678,CB, PT , -   ,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,"15,624,679",,0,,0,,0,,,,,,,,,,,,,,,,,No,,,,
