NTD ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,UEID, Service Area Sq Miles ,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name, Population ,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles,TAM Tier,Number of State Counties,Number of Counties with Service, State Admin Funds Expended 
00401,,Lower Elwha Klallam Tribe,LEKT,,Reduced Reporter,Tribe,Tribe,,,,9/30/2021,1/31/2022,2851 Lower Elwha Road,,,Port Angeles,WA,98363,,10,www.elwha.org,6869,,,,0,Washington Non-UZA,"Lower Elwha Reservation and Off-Reservation Trust Land, WA", -   ,0,0,1,,1,,,Tier II,,,  
00407,,Muckleshoot Indian Tribe,MIT,,Reduced Reporter,Tribe,Tribe,,,,12/31/2021,4/30/2022,39015 172Nd Ave Se,,,Auburn,WA,98092,9763,10,http://www.muckleshoot.nsn.us/,1010,JLMDHAXHN1B1,,,14,"Seattle, WA","Muckleshoot Reservation and Off-Reservation Trust Land, WA"," 3,059,393 ","3,028","1,010",3,,3,,,Tier II,,,  
00414,,Ninilchik Village,NTC,,Reduced Reporter,Tribe,Tribe,,,,9/30/2021,1/31/2022,15910 Sterling Hwy,,39070,Ninilchik,AK,99639,9712,10,www.ninilchiktribe-nsn.gov,7320,NSWNK2KAJA55,,,0,Alaska Non-UZA,"Ninilchik ANVSA, AK", -   ,0,0,3,,3,,,Tier II,,,  
00415,,Ada County Highway District,ACHD CR,ACHD Commuteride,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2021,1/31/2022,3775 Adams St,,,Boise,ID,83714,6447,10,www.commuteride.com,1736,H8AFT466PLC8, 252 ,"652,099",108,"Boise City, ID",," 349,684 ","2,613",134,82,,82,,,Tier II,,,  
00416,,Boise State University,BSU,,Reduced Reporter,Urban,University,,,,6/30/2021,10/31/2021,1910 University Dr,,,Boise,ID,83725,1,10,https://transportation.boisestate.edu/,1736,HYWTVM5HNFM3, 5 ,"29,260",108,"Boise City, ID",," 349,684 ","2,613",134,9,,9,,,Tier II,,,  
00417,,Quileute Tribe Community Shuttle,,,Reduced Reporter,Tribe,Tribe,,,,9/30/2021,1/31/2022,90 Main St,,279,La Push,WA,98350,,10,www.quileutenation.org,,HFN8B5QP7ER7,,,0,Washington Non-UZA,"Quileute Reservation, WA", -   ,0,0,,,,,,Tier II,,,  
00419,,Kenaitze Indian Tribe,KIT,,Reduced Reporter,Tribe,Tribe,,,,9/30/2021,1/31/2022,150 N Willow St,,988,Kenai,AK,99611,9121,10,https://www.kenaitze.org/,6803,UWLMMPTKNZN1,,,0,Alaska Non-UZA,"Kenaitze ANVSA, AK", -   ,0,0,4,,4,,,Tier II,,,  
00420,,Native Village of Unalakleet,NVU,,Reduced Reporter,Tribe,Tribe,,,,9/30/2021,1/31/2022,270 Main Street,,270,Unalakleet,AK,99684,,10,https://narf.org/nill/tribes/native_unalakleet.html,7105,J5NLLKLQCBJ3,,,0,Alaska Non-UZA,"Unalakleet ANVSA, AK", -   ,0,0,1,,1,,,Tier II,,,  
00455,,Samish Indian Nation,,,Reduced Reporter,Tribe,Tribe,,,,12/31/2021,4/30/2022,2918 Commercial Ave,,217,Anacortes,WA,98221,2738,10,https://www.samishtribe.nsn.us/,,FG6GWTLX9CM9,,,0,Washington Non-UZA,"Samish TDSA, WA", -   ,0,0,,,,,,Tier II,,,  
00460,,Craig Tribal Association,CTA,,Reduced Reporter,Tribe,Tribe,,,,12/31/2021,4/30/2022,1330 Craig Klawock Hwy,,828,Craig,AK,99921,,10,www.craigtribe.org,6591,T11AXMZ2WAL3,,,0,Alaska Non-UZA,"Craig ANVSA, AK", -   ,0,0,2,,2,,,Tier II,,,  
00462,,Noorvik Native Community,,Noorvik Native Community,Reduced Reporter,Tribe,Tribe,,,,9/30/2021,1/31/2022,Northwind Drive #2,,209,Noorvik,AK,99763,,10,,7202,FKJ7L7ZHLGE4,,,0,Alaska Non-UZA,"Noorvik ANVSA, AK", -   ,0,0,1,,1,,,Tier II,,,  
00463,,Petersburg Indian Association,PIA,,Reduced Reporter,Tribe,Tribe,,,,12/31/2021,4/30/2022,15 N 12Th St,,1418,Petersburg,AK,99833,,10,http://piatribal.org,7376,P1F7ZMNAJND3,,,0,Alaska Non-UZA,"Petersburg ANVSA, AK", -   ,0,0,1,,1,,,Tier II,,,  
00471,TR08,Coquille Indian Tribe,,,Reduced Reporter,Tribe,Tribe,,,,12/31/2021,4/30/2022,3050 Tremont,,,North Bend,OR,97459,,,https://www.coquilletribe.org/,6696,,,,0,Oregon Non-UZA,"Coquille Reservation, OR; Coos, Lower Umpqua, and Siuslaw Reservation and Off-Reservation Trust Land, OR", -   ,0,0,,,,,,Tier II,,,  
0R01,0R01,Idaho Transportation Department,ITD,,State Reporter,Rural,,,,,6/30/2021,10/31/2021,3311 W State St,3311 West State Street,7129,Boise,ID,83703,5879,10,http://www.itd.idaho.gov/,1722,HLP4MAQ4S8S4,,,,,,,,,,,,,,Tier II,44,43," $536,945 "
0R01-00288,0R01-024,City of Moscow,MOSC,,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,206 E Third St,,9203,Moscow,ID,83843,2959,10,http://www.ci.moscow.id.us/,1722,HZ59J892HCC5,,,,,,,,,,,,,,Tier II,,,  
0R01-00291,0R01-042,Northwestern Stagelines Inc,,Northwestern Trailway,Rural Reporter,Rural,Private-For-Profit Corporation,0R01,Idaho Transportation Department,Intercity Bus,6/30/2021,10/31/2021,S 4711 Ben Franklin Ln,,,Spokane,WA,99224,5179,10,http://www.appleline.us,1722,DYDJA9HKSNF5,,,,,,,,,,,,,,Tier II,,,  
0R01-00304,0R01-043,Salt Lake Express,SLE,,Rural Reporter,Rural,Private-For-Profit Corporation,0R01,Idaho Transportation Department,Intercity Bus,6/30/2021,10/31/2021,785 S Railroad Ave,,566,Rexburg,ID,83440,,10,http://www.SaltLakeExpress.com,1144,G2HEHQT34J44,,,,,,,,,,,,,,Tier II,,,  
0R01-00311,0R01-003,Mountain Rides Transportation Authority,MRTA,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2021,10/31/2021,800 1St Ave N,,3091,Ketchum,ID,83340,0,10,www.mountainrides.org,1722,MKSCKKYC7NE9,,,,,,,,,24,,24,26,0,Tier II,,,  
0R01-00341,0R01-021,Selkirks-Pend Oreille Transit Authority (SPOT),SPT,,Rural Reporter,Rural,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2021,10/31/2021,699 Lakeshore Ave,,,Dover,ID,83825,,10,http://www.spotbus.org/,1722,Q5N9V94M2D99,,,,,,,,,9,,9,,,Tier II,,,  
0R01-00342,0R01-013,Valley Vista Care Corporation,VVCC,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,820 Elm Dr,,,Saint Maries,ID,83861,2119,10,http://www.valleyvista.org,1722,W9LRNWB3QEM5,,,,,,,,,,,,,,Tier II,,,  
0R01-00347,0R01-007,SMART Transit,RPT,,Rural Reporter,Rural,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2021,10/31/2021,1006 Railroad St,,1102,Moscow,ID,83843,1102,10,http://www.smarttransit.org,1722,GZC9CXK5M4P3,,,,,,,,,5,,5,,,Tier II,,,  
0R01-00357,0R01-001,TransIV Buses - College of Southern Idaho,TRANS IV,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2021,10/31/2021,315 Falls Ave,,1238,Twin Falls,ID,83301,3367,10,http://www.csi.edu/support/transiv/tiv_body.html,1722,CJEELRDZ8PJ5,,,,,,,,,9,,9,,,Tier II,,,  
0R01-00369,0R01-037,City of Victor,VIC,,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,32 Elm St,,122,Victor,ID,83455,1237,10,www.victorcityidaho.com,,D26XTB8D1J97,,,,,,,,,,,,,,Tier II,,,  
0R01-00385,0R01-022,Franklin County Medical Center,FCMC,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,44 North 100 East,,,Preston,ID,83263,,10,www.fcmc.org,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00392,0R01-019,Boise Basin Senior Center,BBSC,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,102 Bear Run,,193,Idaho City,ID,83631,0,10,www.boisebasinseniorcenter.com,,CTTKBMDKE551,,,,,,,,,,,,,,Tier II,,,  
0R01-00403,,Lemhi Ride,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2021,10/31/2021,206 Courthouse Dr,,,Salmon,ID,83467,3900,10,http://www.lemhicountyidaho.org,1722,HZJBFVKARH93,,,,,,,,,4,,4,,,Tier II,,,  
0R01-00404,,Shoshone County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2021,10/31/2021,700 Bank St Ste 120,,,Wallace,ID,83873,2356,10,https://shoshonecounty.id.gov/,1722,EKP5ZADMQLB9,,,,,,,,,,2,2,,,Tier II,,,  
0R01-00422,,Oneida County Hospital,OC,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,150 N 200 W,,,Malad City,ID,83252,1239,10,www.oneidacountyhospital.com,,HC3EMZQ5KLL8,,,,,,,,,,,,,,Tier II,,,  
0R01-00423,,Mackay Senior Center,MSC,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,301 Cedar Ave,,413,Mackay,ID,83251,,10,,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00424,,Golden Year Senior Center,GYSC,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,218 N Rail Street W,,399,Shoshone,ID,83352,,10,,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00425,,Fremont County Senior Center,FCSC,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,151 W 1St Ave,,,St. Anthony,ID,83445,,10,http://www.stanthonyseniorcenter.org/node/3,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00426,,Filer Senior Center,FIL,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,222 Main Street,,288,Filer,ID,83328,,10,http://cityoffiler.com/seniorcenter,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00427,,"Development Workshop, Inc.",DWI,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,555 W 25Th St,,,Idaho Falls,ID,83402,4527,10,www.dwinc.org,,FMZPJ4FFAPY2,,,,,,,,,,,,,,Tier II,,,  
0R01-00429,,University of Idaho,UI,,Reduced Asset Reporter,Asset,University,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,875 Perimeter Dr Ms 3020,,444243,Moscow,ID,83844,9803,10,www.uidaho.edu,,QWYKRJH5NNJ3,,,,,,,,,,,,,,Tier II,,,  
0R01-00430,,"Witco, Inc.",WIT,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,3919 W Ustick Road,,,Caldwell,ID,83605,,10,www.witcoinc.net,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00432,,"Three Island Senior Citizens Center, Inc.",TISC,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,,,263,Glenns Ferry,ID,83623,,10,https://www.glennsferryidaho.org/three-island-senior-center/,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00433,,"Tesh, Inc.",TI,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,3327 W Industrial Loop,,,Coeur D'Alene,ID,83814,,10,www.teshinc.com,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00434,,St. Mark's Catholic Community,STM,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,7960 W Northview Street,,,Boise,ID,83704,,10,www.stmarksboise.org,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00435,,Payette Senior Center,PSC,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,137 N Main Street,,,Payette,ID,83661,,10,,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00436,,Parma Senior Center,PSC,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,410 N 8Th Street,,,Parma,ID,83660,,10,www.mountainhomeseniorcenter.org,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00437,,Mountain Home Senior Center,MH,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,1000 N 3Rd St E,,,Mountain Home,ID,83647,1638,10,www.mountainhomeseniorcenter.org,,L685SNM1L1V3,,,,,,,,,,,,,,Tier II,,,  
0R01-00438,,Minidoka Memorial Hospital,MMH,,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,1224 8Th Street,,,Rupert,ID,83501,,10,www.minidokamemorial.com,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00439,,Metro Community Transportation,MCT,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,4307 Skyway St,,,Caldwell,ID,83605,6065,10,www.ccoaidaho.org,,U8F6YGJS2388,,,,,,,,,,,,,,Tier II,,,  
0R01-00440,,Weiser Senior Center,WE,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,115 E Main,,,Weiser,ID,83672,,10,www.eoaidaho.org,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00441,,Rimrock Senior Center,RR,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,,,453,Grand View,ID,83624,,10,www.eoaidaho.org,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00442,,New Plymouth Senior Center,NP,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,,,506,New Plymouth,ID,83655,,10,www.eoaidaho.org,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00443,,New Meadows Senior Center,NM,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,,,399,New Meadows,ID,83654,,10,www.eoaidaho.org,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00444,,Melba Valley Senior Center,MEL,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,,,153,Melba,ID,83641,,10,www.eoaidaho.org,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00445,,McCall Senior Center,MCC,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,,,2169,Mccall,ID,83638,,10,www.eoaidaho.org,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00447,,Gem County Senior Center,GMCSC,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,719 S Johns Ave,,,Emmett,ID,83617,,10,www.eoaidaho.org,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00448,,Council Senior Center,CNSC,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,,,495,Council,ID,83612,,10,www.eoaidaho.org,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00449,,Cascade Senior Center,CSC,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,,,1022,Cascade,ID,83611,,10,www.eoaidaho.org,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00450,,Cambridge Senior Center,CAM,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,,,57,Cambridge,ID,83610,,10,,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00451,,"Boise Good Samaritan Housing, Inc",BG,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,3390 N Collister Dr,,,Boise,ID,83703,3303,10,www.good-sam.com,,NJGKCNPEXE88,,,,,,,,,,,,,,Tier II,,,  
0R01-00452,,Blaine County Seniors Council,BL,The Senior Connection,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,721 3Rd Ave S,,28,Hailey,ID,83333,8652,10,www.seniorconnectionidaho.org,,VMNLE1LK8967,,,,,,,,,,,,,,Tier II,,,  
0R01-00453,,Bear Lake County Memorial Hospital,,,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,164 S 5Th Street,,,Montpelier,ID,83254,,10,http://www.blmhospital.com/,,ZBBSR3XB4RD1,,,,,,,,,,,,,,Tier II,,,  
0R01-00454,,Kuna Senior Center,KSC,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,,,39,Kuna,ID,83634,,10,www.kunaseniorcenter.org,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00456,,Teton County,TC,,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,150 Courthouse Drive,,,Driggs,ID,83422,,10,www.tetoncountyidaho.gov,,,,,,,,,,,,,,,,Tier II,,,  
0R01-00457,,Elderly Opportunity Agency (EOA),EOA,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,134 N Washington Ave,,,Emmett,ID,83617,,10,www.eoaidaho.org,,TMQREU7UNDM9,,,,,,,,,,,,,,Tier II,,,  
0R01-00458,,Meridian Senior Center,MSC,,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Asset Subrecipient,6/30/2021,10/31/2021,,,563,Meridian,ID,83680,,10,http://www.meridianseniorscenter.com/,,,,,,,,,,,,,,,,Tier II,,,  
0R01-80188,8R05-010,Southern Teton Area Rapid Transit,START,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2021,10/31/2021,55 Karns Meadows Dr,,1687,Jackson,WY,83001,,8,http://www.startbus.com/,1722,,,,,,,,,,3,,3,,,Tier II,,,  
0R02,0R02,Oregon Department of Transportation ,ODOT,,State Reporter,Rural,,,,,6/30/2021,10/31/2021,555 13Th St Ne Ste 3,"555 13th Street, NE",,Salem,OR,97301,6867,10,http://www.oregon.gov/ODOT/,1723,KNY3KNFT2NG9,,,,,,,,,,,,,,Tier II,36,33," $1,096,371 "
0R02-00290,0R02-049,City of Cottage Grove,South Lane Wheels,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2021,10/31/2021,1450 Birch Ave,,,Cottage Grove,OR,97424,1417,10,http://www.southlanetransit.com/,1723,HMLAQC7CC8J3,,,,,,,,,,2,2,,,Tier II,,,  
0R02-00296,0R02-028,Tillamook County Transportation District,TCTD; The Wave,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2021,10/31/2021,3600 3Rd St Ste A,,,Tillamook,OR,97141,2730,10,http://www.nworegontransit.org/agencies/tillamook-county-transportation-district/,5979,R2L7KBX6J286,,,,,,,,,19,,19,1,0,Tier II,,,  
0R02-00300,0R02-027,City of Silverton,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2021,10/31/2021,306 S Water St,,,Silverton,OR,97381,2135,10,http://www.silverton.or.us/198/Silver-Trolley,1723,PL9YE2DUS6S3,,,,,,,,,1,,1,,,Tier II,,,  
0R02-00301,0R02-008,South Clackamas Transportation District,SCTD,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2021,10/31/2021,807 E Main St,,517,Molalla,OR,97038,9164,10,http://www.sctd.org,1723,L6ZXQ1Y6G561,,,,,,,,,,4,4,,,Tier II,,,  
0R02-00307,0R02-006,Coos County Area Transit,CCAT,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2021,10/31/2021,93781 Newport Ln,,,Coos Bay,OR,97420,4067,10,http://www.coostransit.org,1723,ER4RKB9W2A57,,,,,,,,,10,1,11,,,Tier II,,,  
0R02-00308,0R02-029,Curry County Public Transit Service District,,,Rural Reporter,Rural,Private Provider Reporting on Behalf of a Public Entity,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2021,10/31/2021,550 Chetco Ln,,1771,Brookings,OR,97415,8159,10,http://www.currypublictransit.org,1723,CZACBZCTNSV3,,,,,,,,,11,,11,,,Tier II,,,  
0R02-00310,0R02-020,Lincoln County Transportation Service District,Lincoln County Transit,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2021,10/31/2021,410 Ne Harney St,,,Newport,OR,97365,2898,10,http://co.lincoln.or.us/transit,5910,FL87RHG8TSD6,,,,,,,,,13,,13,,,Tier II,,,  
0R02-00313,0R02-023,Grant County Transportation District,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2021,10/31/2021,,,126,John Day,OR,97845,126,10,http://www.grantcountypeoplemover.com,1723,,,,,,,,,,6,,6,,,Tier II,,,  
0R02-00319,0R02-002,Hood River County Transportation District,CAT,Columbia Area Transit,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2021,10/31/2021,600 E Marina Dr,,1147,Hood River,OR,97031,2383,10,ridecatbus.org,1723,C1KLFMW183Q8,,,,,,,,,14,,14,,,Tier II,,,  
0R02-00321,0R02-015,Yamhill County,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2021,10/31/2021,535 Ne 5Th St,,,Mcminnville,OR,97128,4504,10,http://www.yctransitarea.org,1723,HLQDJB59AHM3,,,,,,,,,,26,26,,,Tier II,,,  
0R02-00323,0R02-046,Malheur Council on Aging and Community Services,MCOA,,Rural Reporter,Rural,Private-Non-Profit Corporation,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2021,10/31/2021,842 Se 1St Ave,,,Ontario,OR,97914,2904,10,www.mcoacs.org,1723,QNQEKQPXH2J1,,,,,,,,,12,,12,,,Tier II,,,  
