NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
90012,San Joaquin Regional Transit District,Full Reporter,Urban,MB,DO,0,,,"291,670","436,913",,,,,,,,,
90012,San Joaquin Regional Transit District,Full Reporter,Urban,MB,PT,0,,,"53,713",,,,"97,603",,,,,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,"419,973",,,,,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,LR,DO,,,,,,"24,685,772",,,,,,,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,MB,DO,0,,,"3,495,395","103,000",,,,,,,,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,MB,PT,,,,,,,,,,,,"67,519",,
90014,Alameda-Contra Costa Transit District,Full Reporter,Urban,CB,DO,0,,,"702,319",,,,,,,,,,
90014,Alameda-Contra Costa Transit District,Full Reporter,Urban,DR,DO,,,,,,,,"17,313",,,,,,
90014,Alameda-Contra Costa Transit District,Full Reporter,Urban,DR,PT,0,,,"25,037",,,,"967,755",,,,,,
90014,Alameda-Contra Costa Transit District,Full Reporter,Urban,MB,DO,0,,,"4,612,046",,,,"11,991","84,946",,,,,
90014,Alameda-Contra Costa Transit District,Full Reporter,Urban,MB,PT,0,,,"90,014",,,,,,,,,,
90015,City and County of San Francisco,Full Reporter,Urban,CC,DO,,,,,,"3,796,354",,,,,,,,
90015,City and County of San Francisco,Full Reporter,Urban,DR,PT,"6,118",,,0,,,,"377,972",,,,,,
90015,City and County of San Francisco,Full Reporter,Urban,LR,DO,,,,,,"57,165,125",,,,,,,,
90015,City and County of San Francisco,Full Reporter,Urban,MB,DO,0,,,"4,499,926",,,,,,,,,,
90015,City and County of San Francisco,Full Reporter,Urban,SR,DO,,,,,,"5,340,232",,,,,,,,
90015,City and County of San Francisco,Full Reporter,Urban,TB,DO,,,,,,"29,762,993",,,,,,,,
90016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter,Urban,DR,PT,,,,,,,,"61,590",,,,,,
90016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter,Urban,FB,DO,0,,,"2,166,377",,,,,,,,,,
90016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter,Urban,MB,DO,0,,,"1,291,237",,,,,,,,,,
90017,City of Santa Rosa,Full Reporter,Urban,DR,PT,,,,,,,,"30,053",,,,,,
90017,City of Santa Rosa,Full Reporter,Urban,MB,DO,0,,,"223,406",,,,,,,,,,
90017,City of Santa Rosa,Full Reporter,Urban,MB,PT,,,,,,,,"5,408",,,,,,
90019,Sacramento Regional Transit District,Full Reporter,Urban,DR,DO,,,"143,164",,,,,"7,844",,,,,,
90019,Sacramento Regional Transit District,Full Reporter,Urban,LR,DO,,,,,,"33,090,260",,,,,,,,
90019,Sacramento Regional Transit District,Full Reporter,Urban,MB,DO,0,,"2,448,881","11,468",,,,"5,076",,,,,,
90020,Santa Barbara Metropolitan Transit District,Full Reporter,Urban,MB,DO,0,,,"610,961","367,587",,,,,,,,,
90022,City of Norwalk ,Full Reporter,Urban,DR,PT,,,,,,,,"15,401",,,,,,
90022,City of Norwalk ,Full Reporter,Urban,MB,DO,0,,"280,577","3,676",,,,"58,194",,,,,,
90023,Long Beach Transit,Full Reporter,Urban,DR,PT,,,"26,419",,,,,"1,952",,,,,,
90023,Long Beach Transit,Full Reporter,Urban,MB,DO,0,,"1,319,189","157,066","350,166",,,"828,111",,,,,,
90024,City of La Mirada ,Full Reporter,Urban,DR,PT,,,"14,613",,,,,"5,968",,,,,,
90026,San Diego Metropolitan Transit System,Full Reporter,Urban,CB,PT,0,,,"188,455",,,,,,,,,,
90026,San Diego Metropolitan Transit System,Full Reporter,Urban,DR,PT,,,,,,,,"370,320",,,,"523,817",,
90026,San Diego Metropolitan Transit System,Full Reporter,Urban,LR,DO,,,,,,"49,615,779",,,,,,,,
90026,San Diego Metropolitan Transit System,Full Reporter,Urban,MB,DO,,,"3,699,351",,,,,,,,,,,
90026,San Diego Metropolitan Transit System,Full Reporter,Urban,MB,PT,,,"3,968,635",,,,,"12,531",,,,"381,008",,
90027,City of Fresno,Full Reporter,Urban,DR,PT,,,"29,418",,,,,"235,115",,,,,,
90027,City of Fresno,Full Reporter,Urban,MB,DO,,,"1,511,732",,,,,"1,164",,,,,,
90029,Omnitrans,Full Reporter,Urban,DR,PT,,,"237,114",,,,,"203,698",,,,,,
90029,Omnitrans,Full Reporter,Urban,MB,DO,,,"3,177,666",,,,,,,,,,,
90029,Omnitrans,Full Reporter,Urban,MB,PT,,,"26,165",,,,,"20,168",,,,,,
90030,North County Transit District,Full Reporter,Urban,CR,PT,0,,,"837,846",,,,,,,,,,
90030,North County Transit District,Full Reporter,Urban,DR,PT,,,,,,,,"195,711",,,,,,
90030,North County Transit District,Full Reporter,Urban,MB,PT,0,,"1,543,548","66,720",,,,"45,186",,,,,,
90030,North County Transit District,Full Reporter,Urban,YR,PT,0,,,"411,870",,,,,,,,,,
90031,Riverside Transit Agency,Full Reporter,Urban,CB,DO,,,"275,138",,,,,,,,,,,
90031,Riverside Transit Agency,Full Reporter,Urban,CB,PT,,,"17,712",,,,,"137,618",,,,,,
90031,Riverside Transit Agency,Full Reporter,Urban,DR,PT,,,,,,,,"499,049",,,,,,
90031,Riverside Transit Agency,Full Reporter,Urban,MB,DO,,,"1,648,869",,,,,,,,,,,
90031,Riverside Transit Agency,Full Reporter,Urban,MB,PT,,,"129,424",,,,,"334,468",,,,,,
90032,City of Phoenix Public Transit Department ,Full Reporter,Urban,DR,PT,,,,,,,,"617,196",,,,,,
90032,City of Phoenix Public Transit Department ,Full Reporter,Urban,MB,PT,0,,"4,900,494","2,170,932",,,,"103,861",,,"604,901",,,
90033,City of Tucson,Full Reporter,Urban,DR,PT,0,,,470,,,,"600,813",,,,,,
90033,City of Tucson,Full Reporter,Urban,MB,PT,"1,742,605",,"865,406",0,,,,,,,,,,
90033,City of Tucson,Full Reporter,Urban,SR,PT,,,,,,"1,842,400",,,,,,,,
90034,City of Glendale ,Full Reporter,Urban,DR,DO,"1,769",,,0,,,,"48,421",,,,"9,717",,
90034,City of Glendale ,Full Reporter,Urban,MB,DO,"8,052",,,0,,,,"10,585",,,,"2,000",,
90035,Gold Coast Transit District,Full Reporter,Urban,DR,PT,,,"124,120",,,,,"4,437",,,,,,
90035,Gold Coast Transit District,Full Reporter,Urban,MB,DO,,,"1,016,550",,,,,,,,,,,
90036,Orange County Transportation Authority,Full Reporter,Urban,CB,DO,,,"115,774",,,,,,,,,,,
90036,Orange County Transportation Authority,Full Reporter,Urban,CB,PT,,,"192,843",,,,,,,,,,,
90036,Orange County Transportation Authority,Full Reporter,Urban,DR,PT,,,"22,254",,,,,"2,344,977",,,,,,
90036,Orange County Transportation Authority,Full Reporter,Urban,MB,DO,0,,"5,900,771",0,,,,,,,,,,
90036,Orange County Transportation Authority,Full Reporter,Urban,MB,PT,,,"3,595,951",,,,,,,,,,,
90036,Orange County Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,"515,517",,,,,,
90039,City of Culver City,Full Reporter,Urban,DR,DO,,,"8,103",,,,,,,,,,,
90039,City of Culver City,Full Reporter,Urban,MB,DO,,,"1,138,867",,,,,,,,,,,
90041,City of Montebello,Full Reporter,Urban,MB,DO,0,,"349,322","21,454",,,,"380,020",,,,,,
90041,City of Montebello,Full Reporter,Urban,MB,PT,,,,,,,,"13,690",,,,,,
90042,City of Gardena,Full Reporter,Urban,DR,DO,,,,,,,,"10,990",,,,,,
90042,City of Gardena,Full Reporter,Urban,MB,DO,0,,,124,"180,486",,,"491,195",,,,,,
90043,City of Commerce,Full Reporter,Urban,DR,DO,,,"11,161",,,,,,,,,,,
90043,City of Commerce,Full Reporter,Urban,MB,DO,,,"129,994",,,,,,,,,,,
90045,Regional Transportation Commission of Southern Nevada,Full Reporter,Urban,DR,PT,,,"2,024,686",,,,,,,,,,,
90045,Regional Transportation Commission of Southern Nevada,Full Reporter,Urban,MB,PT,"1,656,807",,"5,661,153",0,,,,,,,,,,
90061,Yuba-Sutter Transit Authority,Full Reporter,Urban,CB,PT,0,,,"101,648",,,,,,,,,,
90061,Yuba-Sutter Transit Authority,Full Reporter,Urban,DR,PT,0,,,"44,906",,,,,,,,,,
90061,Yuba-Sutter Transit Authority,Full Reporter,Urban,MB,PT,0,,,"142,056",,,,,,,,,,
90062,Monterey-Salinas Transit,Full Reporter,Urban,DR,PT,,,,,,,,"228,521",,,,,,
90062,Monterey-Salinas Transit,Full Reporter,Urban,MB,DO,0,,,"760,752","22,304",,,"5,429",,,,,,
90062,Monterey-Salinas Transit,Full Reporter,Urban,MB,PT,0,,,"28,220",,,,"158,362",,,,,,
90078,Central Contra Costa Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,"216,730",,,,,,
90078,Central Contra Costa Transit Authority,Full Reporter,Urban,MB,DO,0,,,"644,903","150,950",,,,,,,,,
90078,Central Contra Costa Transit Authority,Full Reporter,Urban,MB,PT,,,,,,,,"14,452",,,,,,
90079,SunLine Transit Agency,Full Reporter,Urban,DR,DO,,,"218,812",,,,,,,,,,,
90079,SunLine Transit Agency,Full Reporter,Urban,MB,DO,,,"1,268,795",,"135,986",,,,"34,139",,,,,
90079,SunLine Transit Agency,Full Reporter,Urban,VP,PT,,,,,,,,"18,467",,,,,,
90086,City of Riverside,Full Reporter,Urban,DR,DO,,,"116,171",,,,,186,,,,,,
90087,City of Santa Maria,Full Reporter,Urban,DR,PT,,,,,,,,"22,218",,,,,,
90087,City of Santa Maria,Full Reporter,Urban,MB,PT,0,,,"198,707",,,,"9,731",,,,,,
90088,Napa Valley Transportation Authority,Full Reporter,Urban,CB,PT,0,,"5,792","126,455",,,,289,,,,,,
90088,Napa Valley Transportation Authority,Full Reporter,Urban,DR,PT,0,,,479,,,,"64,315",,,,,,
90088,Napa Valley Transportation Authority,Full Reporter,Urban,MB,PT,0,,"52,125","202,452",,,,"30,961",,,,,,
90089,County of Sonoma ,Full Reporter,Urban,DR,PT,,,,,,,,"90,459",,,,,,
90089,County of Sonoma ,Full Reporter,Urban,MB,PT,,,"383,629",,"5,769",,,"30,879",,,,,,
90090,Yolo County Transportation District,Full Reporter,Urban,DR,PT,0,,,"33,850",,,,,,,,,,
90090,Yolo County Transportation District,Full Reporter,Urban,MB,PT,0,,"533,674","39,356",,,,,,,,,,
90091,City of Visalia  ,Full Reporter,Urban,CB,PT,,,"45,704",,,,,,,,,,,
90091,City of Visalia  ,Full Reporter,Urban,DR,PT,,,"40,859",,,,,,,,,,,
90091,City of Visalia  ,Full Reporter,Urban,MB,PT,,,"539,403",,,,,,,,,,,
90092,"City of Fairfield, California",Full Reporter,Urban,CB,PT,0,,,"247,390",,,,,,,,,,
90092,"City of Fairfield, California",Full Reporter,Urban,DR,PT,,,,,,,,"39,757",,,,,,
90092,"City of Fairfield, California",Full Reporter,Urban,MB,PT,0,,,"168,651",,,,,,,,,,
90093,Redding Area Bus Authority,Full Reporter,Urban,DR,PT,,,,,,,,"49,689",,,,,,
90093,Redding Area Bus Authority,Full Reporter,Urban,MB,PT,0,,,"142,645",,,,"10,849",,,,,,
90094,Metropolitan Transportation Commission,Full Reporter,Urban,VP,PT,,,,,,,,"99,246",,,,,,
90095,San Diego Association of Governments,Full Reporter,Urban,VP,PT,,,,,,,,"790,780",,,,,,
90119,City of Laguna Beach,Full Reporter,Urban,MB,DO,,,,,,,,565,,,,"112,323",,
90121,Antelope Valley Transit Authority,Full Reporter,Urban,CB,PT,0,,,"290,472","113,119",,,,,,,,,
90121,Antelope Valley Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,"27,861",,,,,,
90121,Antelope Valley Transit Authority,Full Reporter,Urban,MB,PT,0,,,"384,157","1,857,770",,,,,,,,,
90131,City of Scottsdale ,Full Reporter,Urban,MB,PT,"38,888",,"114,087","90,696",,,,,,,,,,
90134,Peninsula Corridor Joint Powers Board,Full Reporter,Urban,CR,PT,0,,,"4,048,248",,,,,,,,,,
90134,Peninsula Corridor Joint Powers Board,Full Reporter,Urban,MB,PT,0,,"1,487","14,723",,,,"93,977",,,,,,
90136,Regional Public Transportation Authority,Full Reporter,Urban,MB,PT,0,,"3,235,438","611,566",,,,"65,699",,,"156,498",,,
90136,Regional Public Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,"451,753",,,,,,
90140,City of Peoria ,Full Reporter,Urban,DR,DO,,,,,,,,"19,690",,,,,,
90142,"University of California, Davis",Full Reporter,Urban,MB,DO,"23,119",,"248,410",0,,,,299,,,,,,
90144,Livermore / Amador Valley Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,"23,165",,,,,,
90144,Livermore / Amador Valley Transit Authority,Full Reporter,Urban,MB,PT,0,,,"356,664",,,,,,,,,,
90146,Foothill Transit,Full Reporter,Urban,MB,PT,,,"5,517,518",,"967,729",,,,,,,,,
90147,City of Los Angeles,Full Reporter,Urban,CB,PT,,,"1,519,762",,,,,,,,,,,
90147,City of Los Angeles,Full Reporter,Urban,DR,PT,,,"9,297",,,,,"373,340",,,,,,
90147,City of Los Angeles,Full Reporter,Urban,MB,PT,,,"1,822,473",,"192,997",,,,,,,"592,376",,
90148,Victor Valley Transit Authority,Full Reporter,Urban,CB,PT,,,"99,173",,,,,"3,112",,,,,,
90148,Victor Valley Transit Authority,Full Reporter,Urban,DR,PT,,,"131,382",,,,,"88,579",,,,,,
90148,Victor Valley Transit Authority,Full Reporter,Urban,MB,PT,,,"850,680",,,,,"152,112",,,,,,
90148,Victor Valley Transit Authority,Full Reporter,Urban,VP,PT,,,,,"4,298",,,"305,507",,,,,,
90151,Southern California Regional Rail Authority,Full Reporter,Urban,CR,PT,0,,,"8,562,498",,,,,,,,,,
90154,Los Angeles County Metropolitan Transportation Authority ,Full Reporter,Urban,HR,DO,,,,,,"83,019,720",,,,,,,,
90154,Los Angeles County Metropolitan Transportation Authority ,Full Reporter,Urban,LR,DO,,,,,,"155,617,061",,,,,,,,
90154,Los Angeles County Metropolitan Transportation Authority ,Full Reporter,Urban,MB,DO,,,"35,700,156",,,,,0,,,,,,
90154,Los Angeles County Metropolitan Transportation Authority ,Full Reporter,Urban,MB,PT,0,,"1,977,931","584,375",,,,,,,,,,
90154,Los Angeles County Metropolitan Transportation Authority ,Full Reporter,Urban,RB,DO,,,"671,458",,,,,,,,,,,
90154,Los Angeles County Metropolitan Transportation Authority ,Full Reporter,Urban,VP,PT,,,,,"28,748",,,"1,724,682",,,,,,
90156,City of San Luis Obispo,Full Reporter,Urban,MB,PT,0,,,"108,867",,,,"3,249",,,,,,
90157,Access Services  ,Full Reporter,Urban,DR,PT,,,"216,317",,,,,"1,687,079",,,,,,
90159,Western Contra Costa Transit Authority,Full Reporter,Urban,CB,PT,0,,,"121,828",,,,,,,,,,
90159,Western Contra Costa Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,"35,680",,,,,,
90159,Western Contra Costa Transit Authority,Full Reporter,Urban,MB,PT,0,,,"311,794",,,,"1,255",,,,,,
90162,The Eastern Contra Costa Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,"109,838",,,,,,
90162,The Eastern Contra Costa Transit Authority,Full Reporter,Urban,MB,PT,0,,,"539,672","120,486",,,,,,,,,
90164,Ventura County Transportation Commission,Full Reporter,Urban,CB,PT,0,,,"454,775",,,,,,,,,,
90164,Ventura County Transportation Commission,Full Reporter,Urban,DR,PT,,,,,,,,"32,062",,,,,,
90164,Ventura County Transportation Commission,Full Reporter,Urban,MB,PT,,,,,,,,"13,542",,,,,,
90171,City of Santa Clarita,Full Reporter,Urban,CB,PT,0,,"200,952","122,841",,,,,,,,,,
90171,City of Santa Clarita,Full Reporter,Urban,DR,PT,,,"86,756",,,,,"50,975",,,,,,
90171,City of Santa Clarita,Full Reporter,Urban,MB,PT,0,,"600,396",954,,,,,,,,,,
90173,Transit Joint Powers Authority for Merced County,Full Reporter,Urban,DR,PT,,,,,,,,"89,682",,,,,,
90173,Transit Joint Powers Authority for Merced County,Full Reporter,Urban,MB,PT,0,,,"212,409",,,,"110,658",,,,,,
90182,Altamont Corridor Express,Full Reporter,Urban,CR,PT,0,,,"506,620",,,,,,,,,,
90196,County of Placer,Full Reporter,Urban,CB,PT,0,,,"38,240",,,,,,,,,,
90196,County of Placer,Full Reporter,Urban,DR,DO,,,,,,,,"3,155",,,,,,
90196,County of Placer,Full Reporter,Urban,DR,PT,,,,,,,,"30,492",,,,,,
90196,County of Placer,Full Reporter,Urban,MB,DO,0,,"363,023","28,123",,,,"5,678",,,,,,
90196,County of Placer,Full Reporter,Urban,MB,PT,,,,,,,,"9,826",,,,,,
90196,County of Placer,Full Reporter,Urban,VP,PT,,,,,,,,"14,611",,,,,,
90200,Kings County Area Public Transit Agency,Full Reporter,Urban,DR,PT,,,,,,,,"16,617",,,,,,
90200,Kings County Area Public Transit Agency,Full Reporter,Urban,MB,PT,,,"226,925",,,,,,,,,,,
90201,City of Turlock,Full Reporter,Urban,DR,PT,,,,,,,,"8,268",,,,,,
90201,City of Turlock,Full Reporter,Urban,MB,PT,,,"23,918",,,,,"37,708",,,,,,
90205,City of Elk Grove,Full Reporter,Urban,CB,PT,,,"122,027",,,,,,,,,,,
90205,City of Elk Grove,Full Reporter,Urban,DR,PT,,,"2,132",,,,,"21,388",,,,,,
90205,City of Elk Grove,Full Reporter,Urban,MB,PT,,,"103,911",,,,,,,,,,,
90206,San Luis Obispo Regional Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,"58,670",,,,,,
90206,San Luis Obispo Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,"278,218",,,,"17,949",,,,,,
90208,Butte County Association of Governments,Full Reporter,Urban,DR,PT,,,,,,,,"84,694",,,,,,
90208,Butte County Association of Governments,Full Reporter,Urban,MB,PT,0,,"51,763","211,396",,,,,,,,,,
90209,"Valley Metro Rail, Inc.",Full Reporter,Urban,LR,PT,,,,,,"22,806,751",,,,,,,,
90211,Anaheim Transportation Network,Full Reporter,Urban,DR,PT,,,,,"5,000",,,,,,,,,
90211,Anaheim Transportation Network,Full Reporter,Urban,MB,PT,,,"107,875",,"125,680",,,,,,"764,368","51,555",,
90213,City of Petaluma,Full Reporter,Urban,DR,PT,,,,,,,,"12,414",,,,,,
90213,City of Petaluma,Full Reporter,Urban,MB,PT,0,,,"54,315",,,,,,,,,,
90214,City of Redondo Beach,Full Reporter,Urban,DR,PT,,,"20,428",,,,,,,,,,,
90214,City of Redondo Beach,Full Reporter,Urban,MB,PT,,,"123,658",,,,,,,,,,,
90218,Riverside County Transportation Commission,Full Reporter,Urban,VP,PT,,,,,,,,"76,912",,,,,,
90219,Northern Arizona Intergovernmental Public Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,"16,564",,,,,,
90219,Northern Arizona Intergovernmental Public Transportation Authority,Full Reporter,Urban,MB,DO,0,,,"197,976",,,,,,,,,,
90219,Northern Arizona Intergovernmental Public Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,"6,764",,,,,,
90222,Pima Association of Governments,Full Reporter,Urban,VP,PT,,,,,,,,"24,287",,,,,,
90223,"Paratransit, Inc.",Full Reporter,Urban,DR,DO,,,578,,,,,"465,449",,,,,,
90223,"Paratransit, Inc.",Full Reporter,Urban,DR,PT,,,"10,804",,,,,"29,610",,,,,,
90225,San Francisco Bay Area Water Emergency Transportation Authority,Full Reporter,Urban,FB,PT,0,,,"3,113,519",,,,,,,,,,
90226,Imperial County Transportation Commission,Full Reporter,Urban,DR,PT,,,,,,,,"68,528",,,,,,
90226,Imperial County Transportation Commission,Full Reporter,Urban,MB,PT,0,,,"140,645",,,,"51,394",,,,,,
90229,El Dorado County Transit Authority,Full Reporter,Urban,CB,DO,0,,,"103,464",,,,,,,,,,
90229,El Dorado County Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,"70,637",,,,,,
90229,El Dorado County Transit Authority,Full Reporter,Urban,MB,DO,0,,,"3,621",,,,"55,127",,,,,,
90230,California Vanpool Authority,Full Reporter,Urban,VP,DO,,,,,,,,"911,828",,,,,,
90232,Solano County Transit,Full Reporter,Urban,CB,PT,0,,"233,356","42,533",,,,,,,,,,
90232,Solano County Transit,Full Reporter,Urban,DR,PT,,,,,,,,"34,847",,,,,,
90232,Solano County Transit,Full Reporter,Urban,MB,PT,0,,,"144,748","6,171",,,273,,,,,,
90233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,"8,146",,,,,,
90233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter,Urban,MB,PT,"117,630",,,"17,899",,,,"19,244",,,,,,
90233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,"23,028",,,,,,
90234,Marin County Transit District,Full Reporter,Urban,DR,PT,,,,,,,,"116,933",,,,,,
90234,Marin County Transit District,Full Reporter,Urban,MB,PT,0,,,"437,983","14,356",,,"145,792",,,,,,
90241,County of Maui,Full Reporter,Urban,CB,PT,0,,,"51,983",,,,,,,,,,
90241,County of Maui,Full Reporter,Urban,DR,PT,0,,,"149,620",,,,"25,476",,,,,,
90241,County of Maui,Full Reporter,Urban,MB,PT,0,,,"271,606",,,,"25,385",,,,,,
90244,City of Tulare,Full Reporter,Urban,DR,PT,,,"1,399",,,,,"20,162",,,,,,
90244,City of Tulare,Full Reporter,Urban,MB,PT,,,"93,006",,,,,,,,0,,,
90299,Sonoma-Marin Area Rail Transit District,Full Reporter,Urban,CR,DO,0,,,"301,327",,,,,,,,,,
90302,San Bernardino County Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,"22,968",,,,,,
91092,Tahoe Transportation District,Full Reporter,Urban,CB,DO,0,,,"28,555",,,,,,,,,,
91092,Tahoe Transportation District,Full Reporter,Urban,DR,DO,0,,,"4,621",,,,"9,574",,,,,,
91092,Tahoe Transportation District,Full Reporter,Urban,MB,DO,0,,,"33,947",,,,"3,694",,,,,,
99422,San Joaquin Council,Full Reporter,Urban,VP,PT,,,,,,,,"109,427",,,,,,
99423,City of Glendale,Full Reporter,Urban,DR,PT,,,,,,,,"21,425",,,,,,
99423,City of Glendale,Full Reporter,Urban,MB,PT,,,"295,187",,,,,,,,,,,
99424,City of Pasadena,Full Reporter,Urban,DR,PT,,,,,,,,"32,147",,,,,,
99424,City of Pasadena,Full Reporter,Urban,MB,PT,,,"262,257",,,,,,,,,,,
99425,Pomona Valley Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,"57,588",,,,,,
