Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Fuel/Energy Used:,Diesel (gal),Diesel (gal) Questionable,Gasoline (gal),Gasoline (gal) Questionable,Liquefied Petroleum Gas (gal equivalent),Liquefied Petroleum Gas (gal equivalent) Questionable,Compressed Natural Gas (gal equivalent),Compressed Natural Gas (gal equivalent) Questionable,Bio-Diesel (gal),Bio-Diesel (gal) Questionable,Other Fuel (gal/gal equivalent),Other Fuel (gal/gal equivalent) Questionable,Electric Propulsion (kwh),Electric Propulsion (kwh) Questionable,Electric Battery (kwh),Electric Battery (kwh) Questionable,Miles Traveled by Vehicles Fueled by:,Diesel,Diesel Questionable,Gasoline,Gasoline Questionable,Liquefied Petroleum Gas,Liquefied Petroleum Gas Questionable,Compressed Natural Gas,Compressed Natural Gas Questionable,Other Fuel,Other Fuel Questionable,Electric Propulsion,Electric Propulsion Questionable,Electric Battery,Electric Battery Questionable,Miles per Gallon/KwH:,Diesel (mpg),Diesel (mpg) Questionable,Gasoline (mpg),Gasoline (mpg) Questionable,Liquefied Petroleum Gas (mpg),Liquefied Petroleum Gas (mpg) Questionable,Compressed Natural Gas (mpg),Compressed Natural Gas (mpg) Questionable,Other Fuel (mpg),Other Fuel (mpg) Questionable,Electric Propulsion (mi/kwh),Electric Propulsion (mi/kwh) Questionable,Electric Battery (mi/kwh),Electric Battery (mi/kwh) Questionable,Any data questionable?,,,1
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203","1,483",MB, PT , 355 ,,"3,824,979",,0,,0,,0,,0,,0,,0,,"15,415",,,"17,168,507",,0,,0,,0,,0,,0,,"4,992",,,4.49,,,,,,,,,,,,0.32,,No,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203","1,483",LR, DO , 160 ,,0,,0,,0,,0,,0,,0,,"76,829,593",,0,,,0,,0,,0,,0,,0,,"14,489,393",,0,,,,,,,,,,,,,0.19,,,,No,,,
Puerto Rico Highway and Transportation Authority - Público,San Juan,PR,4105,40105,State Government Unit or Department of Transportation,Full Reporter,"2,148,346","1,407",PB, PT ," 1,407 ",,0,,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379","1,370",CB, PT , 9 ,,"241,269",,0,,0,,0,,0,,0,,0,,0,,,"470,228",,0,,0,,0,,0,,0,,0,,,1.95,,,,,,,,,,,,,,No,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379","1,370",HR, DO , 76 ,,0,,0,,0,,0,,0,,0,,"76,731,739",,0,,,0,,0,,0,,0,,0,,"4,464,024",,0,,,,,,,,,,,,,0.06,,,,No,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379","1,370",MB, PT , 64 ,,"176,006",,"285,607",,0,,0,,0,,0,,0,,0,,,"1,229,455",,"1,442,500",,0,,0,,0,,0,,0,,,6.99,,5.05,,,,,,,,,,,,No,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379","1,370",MB, DO , 601 ,,"5,857,856",,0,,0,,"2,462,121",,0,,0,,0,,0,,,"16,749,793",,0,,0,,"9,051,602",,0,,0,,0,,,2.86,,,,,,,,,,,,,,No,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379","1,370",DR, PT , 385 ,,0,,"945,246",,0,,0,,0,,0,,0,,0,,,0,,"14,753,086",,0,,0,,0,,0,,0,,,,,15.61,,,,,,,,,,,,No,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379","1,370",VP, PT , 214 ,,0,,"206,543",,0,,0,,0,,0,,0,,0,,,0,,"3,478,092",,0,,0,,0,,0,,0,,,,,16.84,,,,,,,,,,,,No,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379","1,370",MG, DO , 21 ,,0,,0,,0,,0,,0,,0,,"11,407,200",,0,,,0,,0,,0,,0,,0,,"1,197,854",,0,,,,,,,,,,,,,0.11,,,,No,,,
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,5182,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208","1,348",DR, PT , 924 ,,"18,151",,"3,220,950",,0,,0,,0,,0,,0,,0,,,"221,684",,"36,338,715",,0,,0,,0,,0,,0,,,12.21,,11.28,,,,,,,,,,,,No,,,
Access Services  ,El Monte,CA,9157,90157,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996","1,221",DR, PT , 583 ,,0,,"1,687,079",,0,,"216,317",,0,,0,,0,,0,,,0,,"21,882,790",,0,,"3,174,549",,0,,0,,0,,,,,12.97,,,,,,,,,,,,No,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295","1,146",MB, PT , 9 ,,"51,574",,0,,0,,0,,0,,0,,0,,0,,,"235,038",,0,,0,,0,,0,,0,,0,,,4.56,,,,,,,,,,,,,,No,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295","1,146",FB, PT , 2 ,,"194,573",,0,,0,,0,,0,,0,,0,,0,,,"43,057",,0,,0,,0,,0,,0,,0,,,0.22,,,,,,,,,,,,,,No,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295","1,146",CR, DO ," 1,135 ",,"7,051,456",,0,,0,,0,,0,,0,,"481,926,202",,0,,,"46,546",,0,,0,,0,,"2,714,282",,"58,589,895",,0,,,0.01,,,,,,,,,,0.12,,,,No,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243","1,141",LR, DO , 89 ,,0,,0,,0,,0,,0,,0,,"40,564,951",,0,,,0,,0,,0,,0,,0,,"6,785,008",,0,,,,,,,,,,,,,0.17,,,,No,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243","1,141",DR, DO , 64 ,,"58,252",,"257,928",,0,,0,,0,,0,,0,,0,,,"828,130",,"2,042,937",,0,,0,,0,,0,,0,,,14.22,,7.92,,,,,,,,,,,,No,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243","1,141",CR, DO , 50 ,,"2,555,529",,0,,0,,0,,0,,0,,0,,0,,,"1,115,059",,0,,0,,0,,0,,0,,0,,,0.44,,,,,,,,,,,,,,No,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243","1,141",MB, PT , 5 ,,284,,"26,302",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,0.00,,,,,,,,,,,,No,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243","1,141",DR, PT , 46 ,,"7,340",,"117,983",,0,,0,,0,,0,,0,,0,,,"427,270",,"1,830,318",,0,,0,,0,,0,,0,,,58.21,,15.51,,,,,,,,,,,,No,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243","1,141",VP, DO , 430 ,,0,,"344,855",,0,,0,,0,,0,,0,,0,,,0,,"6,448,459",,0,,0,,0,,0,,0,,,,,18.70,,,,,,,,,,,,No,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243","1,141",MB, DO , 416 ,,"3,277,371",,"112,004",,0,,"467,131",,0,,0,,0,,"35,230",,,"17,233,857",,"792,600",,0,,"2,067,067",,0,,0,,"15,242",,,5.26,,7.08,,,,,,,,,,0.43,,No,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243","1,141",CB, DO , 41 ,,"290,430",,0,,0,,0,,0,,0,,0,,0,,,"1,556,192",,0,,0,,0,,0,,0,,0,,,5.36,,,,,,,,,,,,,,No,,,
MTA Bus Company,New York,NY,2188,20188,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295","1,115",MB, DO ," 1,115 ",,"10,166,020",,0,,0,,"2,473,995",,0,,0,,0,,0,,,"30,047,983",,0,,0,,"5,932,892",,0,,0,,0,,,2.96,,,,,,,,,,,,,,No,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892","1,092",MB, DO , 561 ,,0,,0,,0,,"8,913,997",,0,,0,,0,,"274,993",,,0,,0,,0,,"30,102,204",,0,,0,,"101,574",,,,,,,,,,,,,,,0.37,,No,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892","1,092",CR, PT , 23 ,,"1,387,932",,0,,0,,0,,0,,0,,0,,0,,,"1,408,634",,0,,0,,0,,0,,0,,0,,,1.01,,,,,,,,,,,,,,No,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892","1,092",SR, DO , 2 ,,0,,0,,0,,0,,0,,0,,"697,200",,0,,,0,,0,,0,,0,,0,,"97,967",,0,,,,,,,,,,,,,0.14,,,,No,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892","1,092",VP, PT , 167 ,,0,,"198,144",,0,,0,,0,,0,,0,,0,,,0,,"3,372,190",,0,,0,,0,,0,,0,,,,,17.02,,,,,,,,,,,,No,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892","1,092",LR, DO , 117 ,,0,,0,,0,,0,,0,,0,,"123,434,898",,0,,,0,,0,,0,,0,,0,,"10,428,700",,0,,,,,,,,,,,,,0.08,,,,No,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892","1,092",DR, PT , 107 ,,0,,"91,203",,0,,"501,127",,0,,0,,0,,0,,,0,,"43,167",,0,,"3,696,924",,0,,0,,0,,,,,0.47,,,,,,,,,,,,No,,,
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra",Chicago,IL,5118,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208","1,066",CR, DO ," 1,066 ",,"26,244,345",,0,,0,,0,,0,,0,,"75,662,964",,0,,,"6,107,049",,0,,0,,0,,0,,"5,664,683",,0,,,0.23,,,,,,,,,,0.07,,,,No,,,
MTA Long Island Rail Road,Jamaica,NY,2100,20100,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295","1,026",CR, DO ," 1,026 ",,"7,356,180",,0,,0,,0,,0,,0,,"510,310,000",,0,,,"10,121,227",,0,,0,,0,,"899,500",,"68,715,039",,0,,,1.38,,,,,,,,,,0.13,,,,No,,,
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,9136,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,629,114","1,021",VP, PT , 353 ,,0,,"451,753",,0,,0,,0,,0,,0,,0,,,0,,"5,753,167",,0,,0,,0,,0,,0,,,,,12.74,,,,,,,,,,,,No,,,
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,9136,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,629,114","1,021",MB, PT , 322 ,,"611,566",,"65,699",,0,,"3,235,438",,0,,"156,498",,0,,0,,,"2,835,722",,"340,649",,0,,"12,640,043",,"156,042",,0,,0,,,4.64,,5.19,,,,80.77,,,,,,,,No,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212","1,006",MB, DO , 484 ,,"4,499,926",,0,,0,,0,,0,,0,,0,,0,,,"16,899,719",,0,,0,,0,,0,,0,,0,,,3.76,,,,,,,,,,,,,,No,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212","1,006",CC, DO , 27 ,,0,,0,,0,,0,,0,,0,,"3,796,354",,0,,,0,,0,,0,,0,,0,,"291,324",,0,,,,,,,,,,,,,0.08,,,,No,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212","1,006",SR, DO , 22 ,,0,,0,,0,,0,,0,,0,,"5,340,232",,0,,,0,,0,,0,,0,,0,,"526,002",,0,,,,,,,,,,,,,0.10,,,,No,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212","1,006",TB, DO , 193 ,,0,,0,,0,,0,,0,,0,,"29,762,993",,0,,,0,,0,,0,,0,,0,,"4,321,135",,0,,,,,,,,,,,,,0.15,,,,No,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212","1,006",LR, DO , 146 ,,0,,0,,0,,0,,0,,0,,"57,165,125",,0,,,0,,0,,0,,0,,0,,"5,740,391",,0,,,,,,,,,,,,,0.10,,,,No,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212","1,006",DR, PT , 134 ,,0,,"377,972",,0,,0,,"6,118",,0,,0,,0,,,"39,059",,"2,047,226",,0,,0,,0,,0,,0,,,,,5.42,,,,,,,,,,,,No,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898",973,MB, DO , 584 ,,0,,0,,0,,0,,"5,370,848",,0,,0,,"35,463",,,"24,741,008",,0,,0,,0,,0,,0,,"19,685",,,,,,,,,,,,,,,0.56,,No,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898",973,YR, PT , 4 ,,0,,0,,0,,0,,"111,533",,0,,0,,0,,,"127,181",,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898",973,DR, PT , 219 ,,0,,0,,0,,0,,"689,692",,0,,0,,0,,,"6,505,650",,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898",973,LR, DO , 116 ,,0,,0,,0,,0,,0,,0,,"56,652,592",,0,,,0,,0,,0,,0,,0,,"9,249,459",,0,,,,,,,,,,,,,0.16,,,,No,,,
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746",969,MB, PT , 288 ,,0,,"12,531",,"381,008",,"3,968,635",,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,0.00,,,,,,,,,,No,,,
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746",969,MB, DO , 222 ,,0,,0,,0,,"3,699,351",,0,,0,,0,,0,,,0,,0,,0,,"11,579,644",,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746",969,CB, PT , 19 ,,"188,455",,0,,0,,0,,0,,0,,0,,0,,,"826,989",,0,,0,,0,,0,,0,,0,,,4.39,,,,,,,,,,,,,,No,,,
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746",969,DR, PT , 158 ,,0,,"370,320",,"523,817",,0,,0,,0,,0,,0,,,0,,"2,101,901",,0,,"11,736,862",,"4,065,486",,0,,0,,,,,5.68,,0.00,,,,,,,,,,No,,,
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746",969,LR, DO , 103 ,,0,,0,,0,,0,,0,,0,,"49,615,779",,0,,,0,,0,,0,,0,,0,,"9,166,122",,0,,,,,,,,,,,,,0.18,,,,No,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853",942,MB, DO , 603 ,,"6,685,106",,0,,0,,0,,0,,0,,0,,0,,,"26,461,819",,0,,0,,0,,0,,0,,0,,,3.96,,,,,,,,,,,,,,No,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853",942,LR, DO , 58 ,,0,,0,,0,,0,,0,,0,,"32,404,933",,0,,,0,,0,,0,,0,,0,,"2,367,040",,0,,,,,,,,,,,,,0.07,,,,No,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853",942,DR, PT , 279 ,,0,,"1,248,638",,0,,0,,0,,0,,0,,0,,,0,,"10,405,744",,0,,0,,0,,0,,0,,,,,8.33,,,,,,,,,,,,No,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853",942,IP, DO , 2 ,,0,,0,,0,,0,,0,,0,,"185,411",,0,,,0,,0,,0,,0,,0,,"10,450",,0,,,,,,,,,,,,,0.06,,,,No,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210",933,MB, DO , 384 ,,"1,407,091",,0,,"80,058",,"5,583,821",,0,,0,,0,,"8,216",,,"5,514,595",,0,,0,,"21,335,900",,"160,671",,0,,0,,,3.92,,,,0.00,,,,,,,,0.00,,No,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210",933,VP, PT , 214 ,,0,,"286,771",,0,,0,,0,,0,,0,,0,,,0,,"2,776,940",,0,,0,,0,,0,,0,,,,,9.68,,,,,,,,,,,,No,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210",933,DR, DO , 159 ,,0,,"82,804",,"793,917",,0,,0,,0,,0,,0,,,0,,"499,628",,0,,0,,"4,849,058",,0,,0,,,,,6.03,,0.00,,,,,,,,,,No,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210",933,DR, PT , 110 ,,0,,"564,054",,0,,0,,0,,0,,0,,0,,,0,,"5,853,136",,0,,0,,0,,0,,0,,,,,10.38,,,,,,,,,,,,No,,,
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,9002,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"802,459",866,MB, PT , 456 ,,"5,320,530",,"7,624",,0,,0,,0,,0,,0,,0,,,"21,732,288",,0,,0,,0,,0,,0,,0,,,4.08,,0.00,,,,,,,,,,,,No,,,
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,9002,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"802,459",866,VP, PT , 44 ,,0,,"19,930",,0,,0,,0,,0,,0,,0,,,0,,"220,552",,0,,0,,0,,0,,0,,,,,11.07,,,,,,,,,,,,No,,,
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,9002,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"802,459",866,DR, PT , 230 ,,"29,392",,"1,242,872",,0,,0,,0,,0,,0,,0,,,"251,929",,"7,953,625",,0,,0,,0,,0,,0,,,8.57,,6.40,,,,,,,,,,,,No,,,
Metro Transit ,Minneapolis,MN,5027,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"2,650,890",840,LR, DO , 76 ,,0,,0,,0,,0,,0,,0,,"39,467,000",,0,,,0,,0,,0,,0,,0,,"5,398,517",,0,,,,,,,,,,,,,0.14,,,,No,,,
Metro Transit ,Minneapolis,MN,5027,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"2,650,890",840,MB, DO , 744 ,,0,,0,,0,,0,,"6,681,925",,0,,0,,"297,640",,,"31,332,523",,0,,0,,0,,0,,0,,"55,874",,,,,,,,,,,,,,,0.19,,No,,,
Metro Transit ,Minneapolis,MN,5027,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"2,650,890",840,CR, PT , 20 ,,0,,0,,0,,0,,"470,198",,0,,0,,0,,,"186,128",,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,No,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419",831,MB, DO , 448 ,,"5,567,642",,0,,0,,"2,424,819",,0,,0,,0,,0,,,"9,830,151",,0,,0,,"19,475,538",,0,,0,,0,,,1.77,,,,,,,,,,,,,,No,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419",831,HR, DO , 212 ,,0,,0,,0,,0,,0,,0,,"90,334,566",,0,,,0,,0,,0,,0,,0,,"23,255,862",,0,,,,,,,,,,,,,0.26,,,,No,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419",831,SR, DO , 2 ,,0,,0,,0,,0,,0,,0,,"698,124",,0,,,0,,0,,0,,0,,0,,"61,445",,0,,,,,,,,,,,,,0.09,,,,No,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419",831,DR, PT , 169 ,,"134,069",,"1,330,144",,0,,0,,0,,0,,0,,0,,,0,,"10,418,383",,0,,0,,0,,0,,0,,,0.00,,7.83,,,,,,,,,,,,No,,,
California Vanpool Authority,Hanford,CA,9230,90230,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"87,941",783,VP, DO , 783 ,,0,,"911,828",,0,,0,,0,,0,,0,,0,,,0,,"12,135,890",,0,,0,,0,,0,,0,,,,,13.31,,,,,,,,,,,,No,,,
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,6048,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,362,416",783,CB, PT , 38 ,,"396,585",,0,,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,0.00,,,,,,,,,,,,,,No,,,
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,6048,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,362,416",783,MB, PT , 315 ,,"5,025,180",,"137,592",,0,,0,,0,,0,,0,,0,,,"19,114,532",,"135,197",,0,,0,,0,,0,,0,,,3.80,,0.98,,,,,,,,,,,,No,,,
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,6048,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,362,416",783,VP, PT , 255 ,,0,,"225,467",,0,,0,,0,,0,,0,,0,,,0,,"3,057,234",,0,,0,,0,,0,,0,,,,,13.56,,,,,,,,,,,,No,,,
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,6048,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,362,416",783,DR, PT , 163 ,,"295,541",,"397,261",,0,,0,,0,,0,,0,,0,,,"2,528,769",,"4,400,873",,0,,0,,0,,0,,0,,,8.56,,11.08,,,,,,,,,,,,No,,,
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,6048,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,362,416",783,YR, PT , 12 ,,"251,474",,0,,0,,0,,0,,0,,0,,0,,,"779,280",,0,,0,,0,,0,,0,,0,,,3.10,,,,,,,,,,,,,,No,,,
Alameda-Contra Costa Transit District,Oakland,CA,9014,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",780,MB, DO , 431 ,,"4,612,046",,"11,991",,0,,0,,0,,"84,946",,0,,0,,,"19,725,683",,"78,382",,0,,0,,0,,0,,0,,,4.28,,6.54,,,,,,,,,,,,No,,,
Alameda-Contra Costa Transit District,Oakland,CA,9014,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",780,DR, DO , 3 ,,0,,"17,313",,0,,0,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,,,,0.00,,,,,,,,,,,,No,,,
Alameda-Contra Costa Transit District,Oakland,CA,9014,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",780,DR, PT , 211 ,,"25,037",,"967,755",,0,,0,,0,,0,,0,,0,,,"560,415",,"6,763,565",,0,,0,,0,,0,,0,,,22.38,,6.99,,,,,,,,,,,,No,,,
Alameda-Contra Costa Transit District,Oakland,CA,9014,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",780,MB, PT , 16 ,,"90,014",,0,,0,,0,,0,,0,,0,,0,,,"553,266",,0,,0,,0,,0,,0,,0,,,6.15,,,,,,,,,,,,,,No,,,
Alameda-Contra Costa Transit District,Oakland,CA,9014,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",780,CB, DO , 119 ,,"702,319",,0,,0,,0,,0,,0,,0,,0,,,"3,475,935",,0,,0,,0,,0,,0,,0,,,4.95,,,,,,,,,,,,,,No,,,
Metropolitan Council,St. Paul,MN,5154,50154,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"2,650,890",720,MB, PT , 77 ,,0,,"66,210",,0,,0,,"574,222",,0,,0,,0,,,"3,068,684",,"1,211,948",,0,,0,,0,,0,,0,,,,,18.30,,,,,,,,,,,,No,,,
Metropolitan Council,St. Paul,MN,5154,50154,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"2,650,890",720,DR, PT , 585 ,,0,,"3,817,425",,0,,0,,"7,885",,0,,0,,0,,,"2,333",,"28,054,218",,0,,0,,0,,0,,0,,,,,7.35,,,,,,,,,,,,No,,,
